,Unnamed: 0,stock_avg,stock_std,stock_dis,covid_avg,covid_std,covid_dis,both_avg,both_std,both_dis,highest,max_score
0,A,0.8050187265917603,0.03316550774624965,0.6457399103139013,0.7708398656215005,0.0506849562144709,0.643312101910828,0.8072409488139826,0.036786407626969934,0.6457399103139013,both,0.8072409488139826
4,ABBV,0.8251685393258427,0.03188794925854696,0.5852017937219731,0.7259798432250841,0.0647587650700062,0.583864118895966,0.8050936329588014,0.05589520938542585,0.5852017937219731,stock,0.8251685393258427
6,ABMD,0.8093133583021224,0.03799422773373209,0.5964125560538116,0.7537066069428893,0.008162748795873292,0.5923566878980892,0.8205742821473159,0.035758444264862015,0.5964125560538116,both,0.8205742821473159
7,ABT,0.8182771535580524,0.039544886665813066,0.5919282511210763,0.7600671892497199,0.023073483584509183,0.5881104033970276,0.8093133583021223,0.03451185258767942,0.5919282511210763,stock,0.8182771535580524
19,ALGN,0.8002746566791509,0.046727032321123886,0.5672645739910314,0.7198656215005599,0.044507805355148734,0.5605095541401274,0.7957553058676654,0.060011381903525285,0.5672645739910314,stock,0.8002746566791509
26,AMGN,0.8184019975031209,0.010690491331781392,0.4977578475336323,0.7475475923852184,0.07000371084204443,0.5053078556263271,0.8251186017478153,0.011328898428954176,0.4977578475336323,both,0.8251186017478153
46,BAX,0.8116853932584269,0.0396780376707294,0.4932735426008968,0.7005599104143336,0.04322334329737525,0.4968152866242038,0.8094382022471909,0.011924943066446396,0.4932735426008968,stock,0.8116853932584269
48,BDX,0.8452184769038702,0.04480213483180681,0.5515695067264574,0.7346696528555431,0.039318859603408314,0.5520169851380042,0.8452933832709114,0.05789671569470092,0.5515695067264574,both,0.8452933832709114
52,BIIB,0.8339076154806492,0.04204566141285651,0.4753363228699552,0.7324748040313549,0.026472337013933627,0.4819532908704883,0.8361797752808989,0.034201627066976395,0.4753363228699552,both,0.8361797752808989
53,BIO,0.8318102372034956,0.05512045528869923,0.5874439461883408,0.7898096304591266,0.022692886580257074,0.5859872611464968,0.8183520599250936,0.04692870444247813,0.5874439461883408,stock,0.8318102372034956
57,BMY,0.8496878901373284,0.0265727045131356,0.5224215246636771,0.7367077267637179,0.03599936770044188,0.5222929936305732,0.8407740324594257,0.016788906787055545,0.5224215246636771,stock,0.8496878901373284
61,BSX,0.7982272159800251,0.04483510224256223,0.5470852017937221,0.6857110862262038,0.04431014281059542,0.5498938428874734,0.793932584269663,0.06278315482461116,0.5470852017937221,stock,0.7982272159800251
86,COO,0.8430711610486892,0.00965101028219108,0.5829596412556054,0.7622620380739081,0.02769514104849807,0.5817409766454352,0.836354556803995,0.021745278070533863,0.5829596412556054,stock,0.8430711610486892
116,DXCM,0.8047940074906368,0.045683304699829834,0.5874439461883408,0.7580291153415454,0.02287028367313859,0.583864118895966,0.8182521847690387,0.04873945989493028,0.5874439461883408,both,0.8182521847690387
132,EW,0.8027465667915106,0.028501629313610014,0.5762331838565022,0.7409406494960806,0.02929872474524488,0.5690021231422505,0.7848189762796505,0.02907439385853653,0.5762331838565022,stock,0.8027465667915106
160,GILD,0.7960799001248442,0.030315811763494124,0.4977578475336323,0.6877939529675252,0.04024910862975327,0.4968152866242038,0.7802996254681648,0.03355403935341079,0.4977578475336323,stock,0.7960799001248442
179,HOLX,0.8587515605493132,0.02308223761429764,0.5874439461883408,0.7856662933930569,0.035707010885256206,0.5881104033970276,0.8587265917602995,0.03384773311905664,0.5874439461883408,stock,0.8587515605493132
192,IDXX,0.8071161048689138,0.05978447921868139,0.6322869955156951,0.7855095184770438,0.033527487973292844,0.6284501061571125,0.8183270911360798,0.05161299337320205,0.6322869955156951,both,0.8183270911360798
195,ILMN,0.7980524344569289,0.04007763650611435,0.5762331838565022,0.7794624860022397,0.06495824169361783,0.5817409766454352,0.8226716604244693,0.05554540439458455,0.5762331838565022,both,0.8226716604244693
202,ISRG,0.8340324594257179,0.04531773987335984,0.594170403587444,0.7281522956326988,0.043320285763451184,0.5902335456475584,0.8273408239700375,0.04184712426505896,0.594170403587444,stock,0.8340324594257179
209,JNJ,0.8318352059925094,0.04082912381996,0.531390134529148,0.7324748040313549,0.021781594609623825,0.5286624203821656,0.8453682896379526,0.030819982762524845,0.531390134529148,both,0.8453682896379526
246,MDT,0.7891885143570537,0.05306144371135366,0.5358744394618834,0.7240313549832027,0.05230983115448681,0.5371549893842887,0.7778526841448189,0.05044459219548909,0.5358744394618834,stock,0.7891885143570537
259,MRK,0.8519350811485642,0.03536060118272254,0.4955156950672646,0.7430907054871221,0.037747856256401084,0.4968152866242038,0.8497128589263421,0.038201790243119975,0.4955156950672646,stock,0.8519350811485642
300,PFE,0.8610237203495631,0.014839613223190872,0.5448430493273543,0.8089809630459127,0.03320538975953435,0.5414012738853503,0.8632459425717853,0.0277896676709492,0.5448430493273543,both,0.8632459425717853
305,PKI,0.8183270911360798,0.01978536672648111,0.5695067264573991,0.7537513997760359,0.05786061232089081,0.5668789808917197,0.8339825218476904,0.02740322034812918,0.5695067264573991,both,0.8339825218476904
321,REGN,0.7871410736579276,0.05382207664044912,0.5269058295964125,0.7367525195968645,0.027824012158785945,0.5286624203821656,0.7825468164794007,0.010655677544319543,0.5269058295964125,stock,0.7871410736579276
328,RMD,0.8117353308364544,0.03386379065314093,0.5964125560538116,0.8069428891377382,0.042891330542536465,0.5902335456475584,0.8184769038701623,0.035228121006255435,0.5964125560538116,both,0.8184769038701623
