,Unnamed: 0,stock_avg,stock_std,stock_dis,covid_avg,covid_std,covid_dis,both_avg,both_std,both_dis,highest,max_score
21,ALLE,0.8385518102372036,0.026275709105699572,0.5426008968609866,0.7262038073908175,0.07878478728430591,0.5307855626326964,0.8408239700374531,0.012865591039189245,0.5426008968609866,both,0.8408239700374531
23,AMAT,0.7870661672908864,0.04454347983510555,0.6121076233183856,0.7474132138857783,0.027349188565931732,0.6050955414012739,0.7870911360799001,0.038925020738185115,0.6121076233183856,both,0.7870911360799001
25,AME,0.7981023720349563,0.038024637515404434,0.5784753363228701,0.7495184770436731,0.01644382058897503,0.5796178343949044,0.782521847690387,0.02301195986515645,0.5784753363228701,stock,0.7981023720349563
33,AOS,0.7913857677902623,0.0488272314239169,0.5784753363228701,0.7347816349384099,0.04910669574716797,0.5732484076433121,0.7846441947565543,0.04386981412538224,0.5784753363228701,stock,0.7913857677902623
62,BWA,0.7533333333333333,0.025872099649345785,0.5627802690582959,0.6942889137737962,0.04516502702629402,0.5583864118895966,0.7622721598002496,0.043737906896435565,0.5627802690582959,both,0.7622721598002496
67,CAT,0.8385767790262172,0.026120742732828026,0.5762331838565022,0.7366629339305709,0.037503506747868016,0.5753715498938429,0.8093882646691636,0.02377186075215968,0.5762331838565022,stock,0.8385767790262172
82,CMI,0.7892634207240949,0.02577233843862506,0.5650224215246636,0.7239417693169093,0.030486319460230105,0.5626326963906582,0.7689637952559301,0.04100386056811138,0.5650224215246636,stock,0.7892634207240949
103,DE,0.8072159800249687,0.030180893970158777,0.6210762331838565,0.7283090705487123,0.04180154210854077,0.6157112526539278,0.7915355805243446,0.04717055617561463,0.6210762331838565,stock,0.8072159800249687
110,DOV,0.7980774032459426,0.050614488351345896,0.6502242152466368,0.7877939529675252,0.046959095960272715,0.6454352441613588,0.8026217228464418,0.042663762894076834,0.6502242152466368,both,0.8026217228464418
125,EMR,0.7601498127340824,0.060271284660545876,0.5896860986547086,0.7261590145576708,0.02104805649461172,0.5881104033970276,0.7489138576779026,0.0467079491085232,0.5896860986547086,stock,0.7601498127340824
138,FBHS,0.8675405742821474,0.05113483632226947,0.600896860986547,0.7876819708846583,0.017823805084726498,0.5944798301486199,0.8586017478152309,0.03959010746954877,0.600896860986547,stock,0.8675405742821474
158,GE,0.7891385767790263,0.06156009231851491,0.5381165919282511,0.6986562150055992,0.053919576398025686,0.524416135881104,0.8183270911360798,0.05446919433405434,0.5381165919282511,both,0.8183270911360798
180,HON,0.8025967540574281,0.036352910472936484,0.5560538116591929,0.730548712206047,0.0449199986617835,0.5520169851380042,0.8094132334581772,0.015912701504774952,0.5560538116591929,both,0.8094132334581772
193,IEX,0.7936579275905118,0.02755839528092218,0.5896860986547086,0.7644120940649497,0.02368302184506321,0.5881104033970276,0.7891635455680399,0.03617239072735277,0.5896860986547086,stock,0.7936579275905118
200,IR,0.7757553058676654,0.03350420744105505,0.5986547085201793,0.7111758118701008,0.053078155916666835,0.5987261146496815,0.7870162297128588,0.040696828286199034,0.5986547085201793,both,0.7870162297128588
204,ITW,0.8273657927590513,0.013305904914732313,0.6165919282511211,0.7622396416573348,0.029498078721114464,0.6093418259023354,0.8183520599250936,0.028077400470398976,0.6165919282511211,stock,0.8273657927590513
207,JCI,0.7981523096129838,0.051913613156366084,0.6860986547085202,0.7516237402015677,0.021495310109356857,0.673036093418259,0.7757553058676653,0.05826639052398992,0.6860986547085202,stock,0.7981523096129838
253,MMM,0.7780024968789013,0.04356695233673406,0.5605381165919282,0.7048600223964165,0.022974466381047783,0.5605095541401274,0.7802996254681649,0.03355403935341079,0.5605381165919282,both,0.7802996254681649
288,NWL,0.822896379525593,0.02676668157304153,0.5717488789237668,0.7473012318029115,0.027609032077880773,0.5626326963906582,0.8139325842696629,0.02284631914991249,0.5717488789237668,stock,0.822896379525593
297,PCAR,0.7847440699126093,0.03367792631688795,0.5381165919282511,0.7175811870100783,0.02858418068372901,0.5392781316348195,0.7846441947565543,0.03700101583589056,0.5381165919282511,stock,0.7847440699126093
302,PH,0.7826466916354556,0.046639532439901404,0.6098654708520179,0.7368868980963046,0.04256389327326015,0.6072186836518046,0.7691136079900125,0.03893078623113086,0.6098654708520179,stock,0.7826466916354556
308,PNR,0.8093383270911361,0.049477178547500084,0.6053811659192825,0.7686450167973125,0.046898171173163763,0.6008492569002123,0.8294631710362047,0.06627602777066212,0.6053811659192825,both,0.8294631710362047
329,ROK,0.8048189762796504,0.03640442588047922,0.5717488789237668,0.7135946248600225,0.06281676236595503,0.5690021231422505,0.7891136079900124,0.030279884228909544,0.5717488789237668,stock,0.8048189762796504
411,XYL,0.8160299625468165,0.045609551321072216,0.647982062780269,0.7856438969764838,0.03713697321812996,0.6369426751592356,0.8204993757802747,0.04584329500587283,0.647982062780269,both,0.8204993757802747
