,Unnamed: 0,stock_avg,stock_std,stock_dis,covid_avg,covid_std,covid_dis,both_avg,both_std,both_dis,highest,max_score
1,AAL,0.7936828963795257,0.019946546481659867,0.4865470852017938,0.7580963045912654,0.049233436920124184,0.4798301486199576,0.8116853932584269,0.03838423276008298,0.4865470852017938,both,0.8116853932584269
20,ALK,0.8116354556803994,0.028026773317663872,0.5179372197309418,0.7410078387458006,0.03309318946344531,0.5095541401273885,0.8429213483146067,0.03138353303388062,0.5179372197309418,both,0.8429213483146067
75,CHRW,0.7848938826466917,0.0368016572841802,0.5695067264573991,0.7367973124300111,0.026481960879931314,0.5753715498938429,0.7691136079900126,0.030159940710426568,0.5695067264573991,stock,0.7848938826466917
102,DAL,0.8295880149812735,0.053859709399992635,0.5201793721973094,0.7727883538633818,0.020086352032642245,0.5053078556263271,0.8497877652933832,0.046335937430236736,0.5201793721973094,both,0.8497877652933832
141,FDX,0.7890636704119849,0.06753314785139765,0.5829596412556054,0.7792161254199328,0.02943834953116804,0.5817409766454352,0.8181523096129837,0.06594576253211443,0.5829596412556054,both,0.8181523096129837
206,JBHT,0.7914107365792759,0.016008557548543998,0.5919282511210763,0.766494960806271,0.04589054721382529,0.5902335456475584,0.7801747815230962,0.038434615163124304,0.5919282511210763,stock,0.7914107365792759
235,LUV,0.8364294631710362,0.050092170202001296,0.5089686098654709,0.7537737961926092,0.03725752780879246,0.5010615711252654,0.8252184769038703,0.047480107162066285,0.5089686098654709,stock,0.8364294631710362
290,ODFL,0.8362546816479401,0.022419914878238745,0.6591928251121076,0.7452183650615901,0.017833708356058582,0.6539278131634819,0.8161048689138577,0.059812628547347216,0.6591928251121076,stock,0.8362546816479401
376,UAL,0.8430711610486892,0.052626720809738736,0.4977578475336323,0.7877491601343786,0.03515285782170932,0.4883227176220807,0.8497877652933834,0.03860746469546343,0.4977578475336323,both,0.8497877652933834
382,UNP,0.7847191011235954,0.013587610299173915,0.5852017937219731,0.7515789473684211,0.036057576868729034,0.5859872611464968,0.7892134831460674,0.008921093591586157,0.5852017937219731,both,0.7892134831460674
383,UPS,0.8026716604244694,0.0232750903107744,0.5672645739910314,0.7388353863381859,0.02755882472049003,0.5668789808917197,0.8026716604244694,0.061017590224392675,0.5672645739910314,stock,0.8026716604244694
