,Unnamed: 0,stock_avg,stock_std,stock_dis,covid_avg,covid_std,covid_dis,both_avg,both_std,both_dis,highest,max_score
3,AAPL,0.8316604244694134,0.04181549865889896,0.6434977578475336,0.726181410974244,0.03327623668860268,0.6369426751592356,0.8182771535580524,0.03405596373814173,0.6434977578475336,stock,0.8316604244694134
9,ADI,0.7960049937578028,0.018827857699384627,0.5717488789237668,0.6816349384098543,0.04048829862182119,0.564755838641189,0.8027715355805244,0.031643485270316574,0.5717488789237668,both,0.8027715355805244
24,AMD,0.8161048689138577,0.046514381112389584,0.5515695067264574,0.7366629339305711,0.034353547926613014,0.554140127388535,0.8116104868913858,0.07409296191088083,0.5515695067264574,stock,0.8161048689138577
30,ANET,0.8024719101123594,0.06758928969746503,0.6076233183856502,0.7793281075027996,0.03726151265464593,0.6093418259023354,0.8137827715355804,0.034243271801198766,0.6076233183856502,both,0.8137827715355804
36,APH,0.7914357053682897,0.04655347515049578,0.594170403587444,0.7069204927211646,0.037783186223010065,0.5881104033970276,0.7892634207240949,0.037029648531037705,0.594170403587444,stock,0.7914357053682897
44,BA,0.8184769038701623,0.04356034064328163,0.4775784753363229,0.7517133258678612,0.04801529509312509,0.4734607218683652,0.8453932584269662,0.04901555807823154,0.4775784753363229,both,0.8453932584269662
143,FFIV,0.8184519350811487,0.029150074702543726,0.6143497757847534,0.785599104143337,0.02231975682019328,0.613588110403397,0.8003995006242196,0.031566948892095964,0.6143497757847534,stock,0.8184519350811487
157,GD,0.8250187265917603,0.041489202517890934,0.5762331838565022,0.7770212765957446,0.05357985878613228,0.5753715498938429,0.8116104868913858,0.03154972238000404,0.5762331838565022,stock,0.8250187265917603
166,GRMN,0.7937078651685393,0.03806717694896127,0.594170403587444,0.7303247480403136,0.03863868057758666,0.5923566878980892,0.7825468164794007,0.03776915406231959,0.594170403587444,stock,0.7937078651685393
177,HII,0.8227965043695381,0.02641074764438333,0.4910313901345291,0.7623516237402016,0.0506287034519369,0.494692144373673,0.8070661672908864,0.0376127769119867,0.4910313901345291,stock,0.8227965043695381
181,HPE,0.8139825218476904,0.033979577200906864,0.5762331838565022,0.7453975363941769,0.04273929951375528,0.5711252653927813,0.8183770287141074,0.01939391920296056,0.5762331838565022,both,0.8183770287141074
182,HPQ,0.8117103620474406,0.02747955613001889,0.6076233183856502,0.7537513997760359,0.03682389090828274,0.5966029723991507,0.8184269662921348,0.03337362375862827,0.6076233183856502,both,0.8184269662921348
199,IPGP,0.8229463171036204,0.02218043736695889,0.5672645739910314,0.7601343784994401,0.03684976281648702,0.5626326963906582,0.822996254681648,0.043925798748626135,0.5672645739910314,both,0.822996254681648
214,KEYS,0.8138077403245942,0.03562229845056697,0.6390134529147982,0.7642553191489363,0.02696005797694837,0.6242038216560509,0.8137578027465668,0.043972894379669385,0.6390134529147982,stock,0.8138077403245942
230,LMT,0.8093383270911361,0.01943053129020241,0.5112107623318386,0.7516013437849944,0.03774659386028895,0.5159235668789809,0.8161048689138577,0.03165624960167108,0.5112107623318386,both,0.8161048689138577
234,LRCX,0.8205992509363295,0.04828992198138187,0.6076233183856502,0.7495184770436729,0.03428974028084116,0.6008492569002123,0.8318601747815231,0.05588003824520083,0.6076233183856502,both,0.8318601747815231
242,MCHP,0.8319600499375781,0.04317218426277348,0.5650224215246636,0.7601567749160134,0.05930769865031296,0.5626326963906582,0.8208239700374531,0.05545378606685388,0.5650224215246636,stock,0.8319600499375781
264,MSI,0.8071910112359549,0.049873466961190376,0.6300448430493274,0.7176931690929451,0.038981025776417065,0.6114649681528662,0.8184269662921348,0.06515148943953528,0.6300448430493274,both,0.8184269662921348
265,MU,0.8004744069912608,0.029441198772922682,0.5426008968609866,0.7048600223964165,0.061540389145409276,0.5435244161358811,0.8094631710362048,0.023131450537149902,0.5426008968609866,both,0.8094631710362048
275,NOC,0.8026217228464421,0.038297597097121265,0.5358744394618834,0.7686002239641657,0.028650751036834076,0.5392781316348195,0.8070411985018728,0.05416636804387465,0.5358744394618834,both,0.8070411985018728
282,NTAP,0.7915605493133582,0.034662722941873364,0.6255605381165921,0.6945576707726764,0.07950799173221079,0.6157112526539278,0.7647191011235955,0.06444229192668463,0.6255605381165921,stock,0.7915605493133582
317,QRVO,0.7958801498127339,0.03619613311865043,0.5156950672645739,0.7176035834266518,0.04699872942868695,0.5138004246284501,0.8004244694132334,0.03143287914717394,0.5156950672645739,both,0.8004244694132334
351,STX,0.8340574282147315,0.016717233580591708,0.6098654708520179,0.749585666293393,0.03155029554836968,0.6093418259023354,0.8161048689138577,0.03396489602623113,0.6098654708520179,stock,0.8340574282147315
354,SWKS,0.8274406991260923,0.040109575430081014,0.5470852017937221,0.7432250839865622,0.06509675573700555,0.5456475583864119,0.8252434456928839,0.05092839770804039,0.5470852017937221,stock,0.8274406991260923
360,TEL,0.7892134831460673,0.019559600132124905,0.6031390134529148,0.7303247480403134,0.019005626024163044,0.5966029723991507,0.7757553058676654,0.03841904003384033,0.6031390134529148,stock,0.7892134831460673
372,TXN,0.7825468164794007,0.03035658502673289,0.5627802690582959,0.6921164613661814,0.027188696260954392,0.5626326963906582,0.7692134831460674,0.0453442832920456,0.5627802690582959,stock,0.7825468164794007
373,TXT,0.7803245942571786,0.04715741691772666,0.6031390134529148,0.7219932810750279,0.03329749903334004,0.5944798301486199,0.7757802746566791,0.04660944651356586,0.6031390134529148,stock,0.7803245942571786
