,Unnamed: 0,stock_avg,stock_std,stock_dis,covid_avg,covid_std,covid_dis,both_avg,both_std,both_dis,highest,max_score
34,APA,0.7958302122347067,0.03966750891133161,0.5672645739910314,0.7664501679731243,0.02020879190893279,0.5583864118895966,0.784669163545568,0.026571578328387555,0.5672645739910314,stock,0.7958302122347067
87,COP,0.8071910112359549,0.02587296712741438,0.5538116591928252,0.7536394176931691,0.028617940934666762,0.554140127388535,0.8071410736579276,0.02983434913428191,0.5538116591928252,stock,0.8071910112359549
127,EOG,0.8273657927590511,0.03588896686469847,0.5470852017937221,0.7834714445688691,0.024492055980370388,0.5477707006369427,0.8072159800249687,0.058615868852451576,0.5470852017937221,stock,0.8273657927590511
135,FANG,0.7690886392009987,0.032003092115113714,0.5762331838565022,0.7515789473684211,0.04696313344113067,0.5753715498938429,0.7758052434456928,0.03943064330674957,0.5762331838565022,both,0.7758052434456928
175,HES,0.8138576779026216,0.019945358735122626,0.5381165919282511,0.7514893617021278,0.04921106876782056,0.5371549893842887,0.7892634207240949,0.0126185056364477,0.5381165919282511,stock,0.8138576779026216
257,MPC,0.7914107365792759,0.046094737963758126,0.5807174887892377,0.7516013437849944,0.04227245165872995,0.5732484076433121,0.8093632958801498,0.020527624877969632,0.5807174887892377,both,0.8093632958801498
260,MRO,0.8070162297128589,0.04503572237886919,0.5829596412556054,0.7388353863381858,0.052882981091711,0.5711252653927813,0.7868414481897628,0.043733716017638785,0.5829596412556054,stock,0.8070162297128589
294,OXY,0.7982022471910112,0.015915443783933274,0.4977578475336323,0.7812094064949608,0.032537253157391866,0.5010615711252654,0.8027215980024968,0.036458741386723933,0.4977578475336323,both,0.8027215980024968
313,PSX,0.8451435705368289,0.051694535610277655,0.5067264573991032,0.7602687569988802,0.048002914204487185,0.5116772823779193,0.8070411985018726,0.036304790950382713,0.5067264573991032,stock,0.8451435705368289
316,PXD,0.7622971285892634,0.0400015273998789,0.5852017937219731,0.7218365061590146,0.03790787855961356,0.5902335456475584,0.7712609238451935,0.0703171105360537,0.5852017937219731,both,0.7712609238451935
410,XOM,0.8206242197253433,0.033340804429565524,0.5156950672645739,0.7536394176931691,0.034367737262236665,0.5201698513800425,0.7959800249687891,0.0528204330279934,0.5156950672645739,stock,0.8206242197253433
