,Unnamed: 0,stock_avg,stock_std,stock_dis,covid_avg,covid_std,covid_dis,both_avg,both_std,both_dis,highest,max_score
76,CHTR,0.8520099875156054,0.01496911699881926,0.6098654708520179,0.7856215005599104,0.03730725400970384,0.6093418259023354,0.8564794007490637,0.02304195826784165,0.6098654708520179,both,0.8564794007490637
81,CMG,0.8227715355805243,0.026507118549745568,0.5986547085201793,0.7388801791713326,0.04769318881272554,0.5966029723991507,0.8317103620474408,0.04054949785632337,0.5986547085201793,both,0.8317103620474408
96,CTAS,0.7870661672908865,0.02491299634239013,0.6098654708520179,0.6816797312430011,0.045301844718940935,0.5944798301486199,0.7937328339575529,0.028857958077755264,0.6098654708520179,both,0.7937328339575529
108,DIS,0.80729088639201,0.04564097936792831,0.5089686098654709,0.7238969764837625,0.04941842270934184,0.5074309978768577,0.8117103620474406,0.04972002549311441,0.5089686098654709,both,0.8117103620474406
111,DPZ,0.843096129837703,0.03934643853596045,0.5538116591928252,0.751511758118701,0.03705642621266999,0.554140127388535,0.8407740324594256,0.035942188014927184,0.5538116591928252,stock,0.843096129837703
113,DRI,0.7711610486891386,0.06944915048089444,0.5560538116591929,0.6900559910414332,0.03614218211529068,0.5520169851380042,0.7801997503121099,0.06034257406650435,0.5560538116591929,both,0.7801997503121099
178,HLT,0.8161048689138577,0.021133686860922662,0.5896860986547086,0.7324300111982083,0.02421803551296319,0.5796178343949044,0.8138826466916355,0.029056891152840356,0.5896860986547086,stock,0.8161048689138577
236,LVS,0.7982022471910113,0.0213376673626413,0.4573991031390134,0.7112430011198209,0.039513309156264366,0.4543524416135881,0.8005243445692883,0.02901845975835352,0.4573991031390134,both,0.8005243445692883
238,LYV,0.8430961298377028,0.03150645659156784,0.5919282511210763,0.7516237402015677,0.016762187986787108,0.583864118895966,0.8206741573033707,0.036661597320508936,0.5919282511210763,stock,0.8430961298377028
240,MAR,0.7894631710362047,0.07091178280544717,0.531390134529148,0.7154759238521836,0.026616084636867703,0.5222929936305732,0.793932584269663,0.06397828188503099,0.531390134529148,both,0.793932584269663
241,MCD,0.8025468164794007,0.046790044971496685,0.600896860986547,0.7261590145576708,0.09046590509718196,0.5966029723991507,0.7868913857677903,0.038712897556322234,0.600896860986547,stock,0.8025468164794007
248,MGM,0.7713358302122346,0.037758687425870234,0.5291479820627802,0.7071444568868981,0.03454464123673134,0.5265392781316348,0.7533832709113607,0.03676789621680578,0.5291479820627802,stock,0.7713358302122346
266,NCLH,0.8543071161048689,0.028137288346056825,0.5067264573991032,0.7644120940649496,0.041141455247963324,0.5053078556263271,0.8654681647940075,0.02562892641161641,0.5067264573991032,both,0.8654681647940075
318,RCL,0.8206491885143571,0.04595787618942935,0.5381165919282511,0.7282866741321389,0.055859626294564896,0.5329087048832272,0.8453932584269662,0.02979202412436233,0.5381165919282511,both,0.8453932584269662
330,ROL,0.8407740324594257,0.02713587037101647,0.5739910313901345,0.7833594624860021,0.03637067722663182,0.5668789808917197,0.8497877652933832,0.019482440637556882,0.5739910313901345,both,0.8497877652933832
336,SBUX,0.8161548064918852,0.06908090990424258,0.5627802690582959,0.732407614781635,0.03815725019769341,0.5605095541401274,0.8139076154806493,0.050016392237517,0.5627802690582959,stock,0.8161548064918852
406,WYNN,0.8095131086142322,0.030223210725859283,0.5067264573991032,0.7453975363941769,0.045806809961140366,0.5010615711252654,0.8139575530586767,0.025731230536302916,0.5067264573991032,both,0.8139575530586767
412,YUM,0.8184269662921348,0.02567704603521022,0.5605381165919282,0.7284434490481523,0.050435467076768416,0.5562632696390658,0.8207240948813983,0.05324034405835134,0.5605381165919282,both,0.8207240948813983
