,stock_avg,stock_std,stock_dis,covid_avg,covid_std,covid_dis,both_avg,both_std,both_dis,highest,max_score
AVK,0.7799999999999999,0.06572670690061992,0.648,0.7240000000000001,0.07310266752998824,0.628,0.7879999999999999,0.06523802572120033,0.648,both,0.7879999999999999
AVY,0.7959999999999999,0.0463033476111609,0.64,0.656,0.06374950980203689,0.6,0.8,0.021908902300206624,0.64,both,0.8
AWF,0.8240000000000001,0.03199999999999998,0.644,0.7840000000000001,0.040792156108742275,0.612,0.8560000000000001,0.05276362383309168,0.644,both,0.8560000000000001
AWH,0.8480000000000001,0.055999999999999966,0.624,0.772,0.03709447398198281,0.644,0.8240000000000001,0.03199999999999998,0.624,stock,0.8480000000000001
AWK,0.8799999999999999,0.03098386676965932,0.556,0.8,0.043817804600413277,0.508,0.8800000000000001,0.021908902300206666,0.556,both,0.8800000000000001
AWR,0.8400000000000001,0.04898979485566355,0.496,0.688,0.02712931993250105,0.46,0.844,0.054258639865002144,0.496,both,0.844
AXL,0.8,0.0692820323027551,0.592,0.724,0.03878143885933063,0.588,0.8,0.07375635565834311,0.592,stock,0.8
AXP,0.8560000000000001,0.038781438859330636,0.584,0.7799999999999999,0.035777087639996645,0.568,0.8560000000000001,0.040792156108742275,0.584,stock,0.8560000000000001
AXTA,0.744,0.06248199740725323,0.604,0.66,0.08854377448471462,0.58,0.7399999999999999,0.07042726744663604,0.604,stock,0.744
AZN,0.804,0.0463033476111609,0.492,0.748,0.06764613810115104,0.48,0.812,0.04833218389437829,0.492,both,0.812
BAH,0.7999999999999999,0.03346640106136301,0.532,0.74,0.053665631459994916,0.508,0.8240000000000001,0.029393876913398124,0.532,both,0.8240000000000001
BAK,0.8480000000000001,0.04833218389437827,0.572,0.732,0.06881860213634099,0.52,0.852,0.03487119154832542,0.572,both,0.852
BALT,0.7636363636363636,0.11281521496355323,0.5272727272727272,0.7185185185185186,0.11379475182027568,0.5851851851851851,0.7454545454545454,0.06803013430498077,0.5272727272727272,stock,0.7636363636363636
BAM,0.8160000000000001,0.05986651818838307,0.528,0.736,0.04963869458396341,0.5,0.808,0.04308131845707602,0.528,stock,0.8160000000000001
BAP,0.8160000000000001,0.047999999999999994,0.444,0.768,0.0711055553385247,0.456,0.852,0.06523802572120035,0.444,both,0.852
BBL,0.804,0.08708616422830896,0.58,0.74,0.035777087639996666,0.604,0.7999999999999999,0.092951600308978,0.58,stock,0.804
BBVA,0.808,0.07110555533852468,0.56,0.728,0.05455272678794343,0.532,0.804,0.03440930106817049,0.56,stock,0.808
BCC,0.8240000000000001,0.04630334761116091,0.616,0.6839999999999999,0.05571355310873648,0.588,0.8039999999999999,0.04454211490264018,0.616,stock,0.8240000000000001
BCS,0.836,0.02939387691339812,0.628,0.74,0.10583005244258362,0.592,0.8320000000000001,0.0448998886412873,0.628,stock,0.836
BCX,0.8039999999999999,0.047999999999999994,0.64,0.756,0.014966629547095779,0.644,0.796,0.038781438859330615,0.64,stock,0.8039999999999999
BDCZ,0.852,0.06764613810115104,0.628,0.7360000000000001,0.06858571279792897,0.584,0.868,0.05455272678794341,0.628,both,0.868
BDJ,0.8640000000000001,0.05713142742834278,0.592,0.728,0.05153639490690051,0.56,0.8560000000000001,0.0512249938994628,0.592,stock,0.8640000000000001
BDN,0.8119999999999999,0.04833218389437829,0.548,0.7240000000000001,0.04270831300812524,0.54,0.8240000000000001,0.05276362383309168,0.548,both,0.8240000000000001
BDX,0.812,0.0466476151587624,0.536,0.748,0.05153639490690048,0.528,0.8119999999999999,0.0530659966456864,0.536,stock,0.812
BEN,0.7639999999999999,0.058514955353311165,0.624,0.732,0.032496153618543834,0.576,0.7799999999999999,0.028284271247461894,0.624,both,0.7799999999999999
BEP,0.808,0.053065996645686404,0.604,0.696,0.03878143885933062,0.6,0.812,0.0370944739819828,0.604,both,0.812
BERY,0.808,0.08352245207128439,0.596,0.7040000000000001,0.07735631842325488,0.576,0.8,0.07694153624668536,0.596,stock,0.808
BFAM,0.8360000000000001,0.09243376006633074,0.568,0.744,0.07735631842325486,0.556,0.8280000000000001,0.09431860898041276,0.568,stock,0.8360000000000001
BFK,0.8640000000000001,0.03200000000000003,0.6,0.7240000000000001,0.036660605559646696,0.588,0.8480000000000001,0.029933259094191558,0.6,stock,0.8640000000000001
BFZ,0.876,0.03878143885933062,0.604,0.772,0.060133185513491616,0.564,0.8880000000000001,0.02039607805437116,0.604,both,0.8880000000000001
BG,0.8119999999999999,0.08255906976220116,0.652,0.736,0.014966629547095779,0.644,0.78,0.07155417527999329,0.652,stock,0.8119999999999999
BGB,0.8240000000000001,0.04454211490264017,0.612,0.724,0.09583318840568752,0.592,0.7959999999999999,0.05122499389946279,0.612,stock,0.8240000000000001
BGC,0.8386868686868686,0.05499218484327898,0.5515695067264574,0.792,0.06523802572120033,0.668,0.834040404040404,0.053818196984861504,0.5515695067264574,stock,0.8386868686868686
BGR,0.808,0.04833218389437828,0.5,0.7599999999999999,0.04195235392680607,0.52,0.796,0.0463033476111609,0.5,stock,0.808
BGT,0.772,0.03249615361854384,0.62,0.7639999999999999,0.040792156108742275,0.608,0.772,0.027129319932501058,0.62,stock,0.772
BGX,0.776,0.057131427428342804,0.596,0.7,0.033466401061363,0.564,0.76,0.057965506984757754,0.596,stock,0.776
BH,0.804,0.068585712797929,0.568,0.7120000000000001,0.053065996645686404,0.572,0.804,0.05122499389946279,0.568,stock,0.804
BHE,0.8480000000000001,0.029933259094191523,0.596,0.732,0.06273754856543248,0.592,0.852,0.03919183588453085,0.596,both,0.852
BHK,0.7879999999999999,0.07858753081755399,0.592,0.6759999999999999,0.06740919818541086,0.588,0.8119999999999999,0.07858753081755399,0.592,both,0.8119999999999999
BHLB,0.8160000000000001,0.055713553108736484,0.576,0.7200000000000001,0.05366563145999495,0.564,0.792,0.06881860213634103,0.576,stock,0.8160000000000001
BHP,0.8119999999999999,0.0515363949069005,0.596,0.724,0.054258639865002144,0.62,0.792,0.05600000000000001,0.596,stock,0.8119999999999999
BIF,0.8240000000000001,0.06374950980203692,0.588,0.712,0.10244998779892556,0.56,0.8,0.06693280212272605,0.588,stock,0.8240000000000001
BIP,0.7879999999999999,0.0515363949069005,0.564,0.744,0.05571355310873646,0.532,0.776,0.05122499389946276,0.564,stock,0.7879999999999999
BJZ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,stock,-1.0
BK,0.8240000000000001,0.07310266752998823,0.588,0.76,0.04,0.56,0.844,0.04454211490264017,0.588,both,0.844
BKD,0.808,0.0627375485654325,0.596,0.696,0.023323807579381173,0.568,0.8240000000000001,0.023323807579381177,0.596,both,0.8240000000000001
BKN,0.8240000000000001,0.04454211490264017,0.592,0.6880000000000001,0.060133185513491644,0.588,0.8119999999999999,0.05306599664568639,0.592,stock,0.8240000000000001
BKT,0.676,0.05425863986500215,0.496,0.684,0.062481997407253236,0.492,0.692,0.07222188034107117,0.496,both,0.692
BLH,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,stock,-1.0
BLK,0.852,0.05741080037762931,0.664,0.78,0.048989794855663564,0.616,0.8799999999999999,0.035777087639996624,0.664,both,0.8799999999999999
BLW,0.82,0.05513619500836089,0.612,0.748,0.04118252056394804,0.584,0.8,0.03794733192202054,0.612,stock,0.82
BLX,0.7959999999999999,0.059866518188383074,0.604,0.7200000000000001,0.045607017003965515,0.568,0.78,0.035777087639996624,0.604,stock,0.7959999999999999
BME,0.784,0.03199999999999997,0.564,0.728,0.08447484832777151,0.548,0.78,0.048989794855663564,0.564,stock,0.784
BMO,0.8119999999999999,0.06523802572120037,0.636,0.732,0.05600000000000001,0.604,0.8160000000000001,0.05851495535331118,0.636,both,0.8160000000000001
BMS,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,stock,-1.0
BNCM,0.8560000000000001,0.04630334761116091,0.476,0.764,0.07310266752998826,0.412,0.868,0.05306599664568638,0.476,both,0.868
BNJ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,stock,-1.0
BNY,0.836,0.03878143885933062,0.616,0.696,0.08890444308357147,0.608,0.8200000000000001,0.03577708763999662,0.616,stock,0.836
BOH,0.776,0.048,0.54,0.76,0.047328638264796906,0.532,0.82,0.02828427124746188,0.54,both,0.82
BOOT,0.7959999999999999,0.07525955088890714,0.668,0.78,0.033466401061363,0.64,0.7879999999999999,0.07222188034107117,0.668,stock,0.7959999999999999
BPK,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,stock,-1.0
BPT,0.8520000000000001,0.04833218389437829,0.384,0.8240000000000001,0.038781438859330615,0.388,0.8400000000000001,0.035777087639996624,0.384,stock,0.8520000000000001
BR,0.82,0.017888543819998284,0.672,0.6920000000000001,0.0466476151587624,0.632,0.804,0.014966629547095732,0.672,stock,0.82
BRFS,0.8160000000000001,0.02653299832284318,0.492,0.716,0.038781438859330636,0.488,0.8320000000000001,0.027129319932501072,0.492,both,0.8320000000000001
BRK-A,0.808,0.03919183588453084,0.604,0.7200000000000001,0.0692820323027551,0.584,0.828,0.027129319932501058,0.604,both,0.828
BRO,0.8200000000000001,0.06449806198638841,0.6,0.6960000000000001,0.04079215610874226,0.568,0.8400000000000001,0.0779743547584717,0.6,both,0.8400000000000001
BRP,0.8280000000000001,0.06273754856543247,0.588,0.7559999999999999,0.01959591794226544,0.544,0.8320000000000001,0.0530659966456864,0.588,both,0.8320000000000001
BRX,0.74,0.03794733192202055,0.564,0.704,0.04963869458396342,0.52,0.74,0.03346640106136301,0.564,stock,0.74
BSAC,0.804,0.038781438859330615,0.532,0.7040000000000001,0.05122499389946279,0.52,0.812,0.06523802572120037,0.532,both,0.812
BSL,0.784,0.023323807579381187,0.644,0.744,0.05851495535331115,0.588,0.804,0.03878143885933062,0.644,both,0.804
BST,0.868,0.05306599664568638,0.704,0.736,0.06374950980203689,0.704,0.8400000000000001,0.033466401061363026,0.704,stock,0.868
BSX,0.7959999999999999,0.05571355310873647,0.548,0.692,0.05878775382679628,0.548,0.788,0.04308131845707603,0.548,stock,0.7959999999999999
BTF,0.6666666666666667,0.29814239699997197,0.25806451612903225,0.7696969696969698,0.08484848484848484,0.30357142857142855,0.6666666666666667,0.29814239699997197,0.25806451612903225,covid,0.7696969696969698
BTO,0.8039999999999999,0.0195959179422654,0.616,0.772,0.05306599664568641,0.592,0.8240000000000001,0.02939387691339811,0.616,both,0.8240000000000001
BTSGY,1.0,0.0,0.5,0.9559999999999998,0.040792156108742275,0.056,1.0,0.0,0.5,stock,1.0
BTU,0.8239999999999998,0.07418894796396562,0.48,0.732,0.07222188034107116,0.488,0.86,0.06811754546370556,0.48,both,0.86
BTZ,0.8480000000000001,0.039191835884530846,0.552,0.74,0.06066300355241238,0.556,0.8240000000000001,0.014966629547095742,0.552,stock,0.8480000000000001
BUI,0.7799999999999999,0.033466401061363026,0.612,0.6519999999999999,0.04995998398718718,0.6,0.756,0.038781438859330664,0.612,stock,0.7799999999999999
