,stock_avg,stock_std,stock_dis,covid_avg,covid_std,covid_dis,both_avg,both_std,both_dis,highest,max_score
COWN,0.8250686641697877,0.017200288164799182,0.6300448430493274,0.7603583426651734,0.06929963042216777,0.6263269639065817,0.8228714107365793,0.010956263649395274,0.6300448430493274,stock,0.8250686641697877
CPB,0.8003995006242197,0.018438804056360093,0.5179372197309418,0.6944904815229563,0.06028453895485959,0.5180467091295117,0.7824719101123596,0.012093145210852797,0.5179372197309418,stock,0.8003995006242197
CPICQ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,stock,-1.0
CPRT,0.8476154806491886,0.030125814018123486,0.5852017937219731,0.7559238521836507,0.0460752372215038,0.5774946921443737,0.8409238451935082,0.04517049234257269,0.5852017937219731,stock,0.8476154806491886
CRM,0.8116604244694132,0.05240172570940866,0.5739910313901345,0.7219708846584547,0.05118614650330119,0.5668789808917197,0.8250936329588014,0.040643175928840584,0.5739910313901345,both,0.8250936329588014
CSCO,0.8139325842696629,0.04399905887827564,0.600896860986547,0.749585666293393,0.04254726191963597,0.6050955414012739,0.8207240948813983,0.046125402911134275,0.600896860986547,both,0.8207240948813983
CTAS,0.7870911360799001,0.042043437199129244,0.6098654708520179,0.6816349384098543,0.039925342486214356,0.5944798301486199,0.7892634207240949,0.032683372284288595,0.6098654708520179,both,0.7892634207240949
CTQ,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,stock,-1.0
CTSH,0.7804494382022471,0.04404494382022473,0.5717488789237668,0.6922732362821948,0.047975665002780346,0.5626326963906582,0.7758551810237203,0.033527198823990426,0.5717488789237668,stock,0.7804494382022471
CTXS,0.8184519350811484,0.0454058921396662,0.5,0.7238969764837627,0.0630978485617373,0.5201698513800425,0.809438202247191,0.06187574241213715,0.5,stock,0.8184519350811484
CUK,0.843071161048689,0.01990311648776992,0.5179372197309418,0.7453751399776036,0.04840525239630914,0.5074309978768577,0.8430461922596754,0.014229668827215896,0.5179372197309418,stock,0.843071161048689
D,0.8005493133583022,0.043456999117187534,0.5134529147982063,0.715498320268757,0.05140641646156483,0.5116772823779193,0.8139825218476904,0.03397957720090686,0.5134529147982063,both,0.8139825218476904
DAL,0.8430711610486892,0.04428987415459021,0.5201793721973094,0.7749384098544232,0.017105848717028835,0.505307855626327,0.8497627965043696,0.035293151423417754,0.5201793721973094,both,0.8497627965043696
DE,0.7870661672908864,0.04566310266112068,0.6210762331838565,0.7304143337066069,0.05029043404199617,0.6157112526539278,0.802721598002497,0.04456144736014946,0.6210762331838565,both,0.802721598002497
DFS,0.813932584269663,0.02690630030938564,0.6524663677130045,0.7133706606942889,0.0095917344295267,0.6369426751592356,0.8048938826466916,0.042555372997401746,0.6524663677130045,stock,0.813932584269663
DG,0.8610486891385769,0.026757409886879018,0.5852017937219731,0.7770660694288913,0.015074202622883974,0.5817409766454352,0.8676654182272159,0.019596920719449254,0.5852017937219731,both,0.8676654182272159
DGX,0.8384269662921348,0.0670943651254479,0.594170403587444,0.7368868980963046,0.0471074217550886,0.5859872611464968,0.8474406991260924,0.04550489014349546,0.594170403587444,both,0.8474406991260924
DHI,0.8497627965043696,0.020919554174014955,0.5874439461883408,0.743157894736842,0.02825586449712701,0.5796178343949044,0.8251435705368289,0.020534244645368762,0.5874439461883408,stock,0.8497627965043696
DIS,0.8072409488139826,0.0394364613490711,0.5089686098654709,0.7323180291153415,0.05498202127530685,0.5074309978768577,0.8072409488139826,0.05894220992895546,0.5089686098654709,stock,0.8072409488139826
DLTR,0.807191011235955,0.03426947872486878,0.5269058295964125,0.70494960806271,0.05880905805063916,0.5201698513800425,0.8093882646691636,0.010517285483046411,0.5269058295964125,both,0.8093882646691636
